ID_Pedidos,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,Festival,duracion(min),ID_Clientes,ID_Comercios,ID_Repartidores
0xd16b ,2022-02-11,11:45:00,12:00:00,Sandstorms,High ,scooter ,No ,15,445,12,73
0x4770 ,2022-04-05,23:30:00,23:40:00,Sandstorms,Low ,motorcycle ,No ,10,448,184,84
0x93ee ,2022-03-20,23:40:00,23:50:00,Fog,Low ,motorcycle ,No ,10,977,7,97
0x48fa ,2022-03-30,23:10:00,23:25:00,Cloudy,Low ,motorcycle ,No ,15,324,186,79
0x5285 ,2022-03-20,17:50:00,18:05:00,Cloudy,Medium ,electric_scooter ,No ,15,899,178,49
0x41bf ,2022-03-26,22:40:00,22:45:00,Sunny,Low ,motorcycle ,No ,5,309,84,66
0x8bce ,2022-03-10,20:00:00,20:05:00,Fog,Jam ,scooter ,No ,5,385,169,8
0xad38 ,2022-03-16,18:30:00,18:45:00,Sandstorms,Medium ,electric_scooter ,No ,15,967,59,2
0x4b20 ,2022-03-24,18:25:00,18:30:00,Fog,Medium ,scooter ,No ,5,290,58,1
0x2891 ,2022-03-26,09:00:00,09:10:00,Windy,Low ,scooter ,No ,10,338,111,55
0x8e65 ,2022-03-15,21:50:00,21:55:00,Cloudy,Jam ,motorcycle ,No ,5,160,133,89
0x983f ,2022-03-30,08:45:00,08:50:00,Fog,Low ,scooter ,No ,5,447,14,94
0xd4d5 ,2022-02-18,21:15:00,21:20:00,Sandstorms,Jam ,motorcycle ,No ,5,227,183,79
0x842f ,2022-03-23,21:20:00,21:30:00,Stormy,Jam ,electric_scooter ,No ,10,427,20,62
0x87e9 ,2022-03-14,20:35:00,20:40:00,Cloudy,Jam ,scooter ,No ,5,240,170,43
0x35b7 ,2022-03-10,22:20:00,22:25:00,Windy,Low ,motorcycle ,No ,5,981,65,11
0x68a4 ,2022-03-27,20:00:00,20:10:00,Sandstorms,Jam ,motorcycle ,No ,10,623,107,44
0x65b2 ,2022-03-14,21:45:00,21:55:00,Sandstorms,Jam ,electric_scooter ,No ,10,124,183,76
0x7a70 ,2022-03-14,19:35:00,19:45:00,Fog,Jam ,motorcycle ,No ,10,386,136,35
0x7ba4 ,2022-03-21,11:25:00,11:35:00,Cloudy,High ,motorcycle ,No ,10,405,167,31
0x3a3c ,2022-03-24,22:45:00,22:50:00,Sunny,Low ,scooter ,No ,5,676,130,22
0x888d ,2022-03-07,18:20:00,18:30:00,Sunny,Medium ,scooter ,No ,10,249,62,63
0xdcd9 ,2022-02-17,20:00:00,20:10:00,Sunny,Jam ,electric_scooter ,No ,10,699,46,55
0x5e8f ,2022-04-02,19:00:00,19:05:00,Cloudy,Medium ,motorcycle ,No ,5,998,172,68
0xcb8a ,2022-02-13,23:45:00,23:55:00,Fog,Low ,motorcycle ,No ,10,331,86,18
0x698c ,2022-03-05,11:00:00,11:15:00,Fog,Low ,motorcycle ,No ,15,121,121,22
0xb192 ,2022-03-10,17:10:00,17:25:00,Fog,Medium ,motorcycle ,No ,15,26,162,43
0x7f4b ,2022-03-27,19:55:00,20:10:00,Fog,Jam ,motorcycle ,No ,15,718,125,77
0x1193 ,2022-03-17,09:45:00,09:55:00,Fog,Low ,motorcycle ,No ,10,200,27,29
0xd79a ,2022-02-13,11:50:00,12:05:00,Fog,High ,electric_scooter ,No ,15,954,101,47
0xbbbb ,2022-03-19,15:20:00,15:35:00,Fog,Medium ,scooter ,No ,15,288,175,80
0x8e7d ,2022-03-26,23:45:00,00:00:00,Stormy,Low ,scooter ,No ,15,876,172,79
0x4e94 ,2022-03-09,10:35:00,10:40:00,Cloudy,Low ,motorcycle ,No ,5,812,1,93
0x9af7 ,2022-03-26,19:30:00,19:35:00,Fog,Jam ,scooter ,No ,5,682,25,58
0x5461 ,2022-03-15,22:30:00,22:45:00,Fog,Low ,scooter ,No ,15,520,73,98
0x147a ,2022-04-06,21:55:00,22:05:00,Windy,Jam ,scooter ,No ,10,443,80,87
0xd02e ,2022-02-12,19:30:00,19:45:00,Fog,Jam ,motorcycle ,No ,15,814,93,79
0x366b ,2022-03-06,17:55:00,18:00:00,Cloudy,Medium ,motorcycle ,Yes ,5,7,124,28
0xaa58 ,2022-03-20,20:15:00,20:20:00,Stormy,Jam ,scooter ,No ,5,788,48,32
0x7f15 ,2022-03-27,21:00:00,21:10:00,Windy,Jam ,motorcycle ,No ,10,616,114,75
0x6a0c ,2022-03-03,08:55:00,09:05:00,Sunny,Low ,scooter ,No ,10,160,102,79
0x4757 ,2022-03-01,12:50:00,12:55:00,Sandstorms,High ,scooter ,No ,5,195,125,47
0x788c ,2022-03-28,17:20:00,17:35:00,Stormy,Medium ,motorcycle ,No ,15,513,152,58
0x8a12 ,2022-03-14,22:25:00,22:40:00,Sunny,Low ,scooter ,Yes ,15,278,52,71
0xb45c ,2022-03-30,18:50:00,19:05:00,Sunny,Medium ,scooter ,No ,15,126,87,36
0x9cd ,2022-03-10,20:10:00,20:25:00,Sandstorms,Jam ,motorcycle ,No ,15,857,109,58
0xd3c0 ,2022-02-16,19:40:00,19:55:00,Windy,Jam ,motorcycle ,No ,15,605,81,49
0x35d4 ,2022-03-12,21:10:00,21:25:00,Cloudy,Jam ,electric_scooter ,No ,15,33,174,14
0x93f8 ,2022-04-01,11:25:00,11:35:00,Windy,High ,motorcycle ,No ,10,844,43,33
0xc4d4 ,2022-02-15,21:35:00,21:40:00,Fog,Jam ,scooter ,No ,5,321,103,29
0xb1d ,2022-03-01,23:30:00,23:45:00,Cloudy,Low ,motorcycle ,No ,15,474,127,15
0x710b ,2022-04-05,11:25:00,11:40:00,Cloudy,High ,motorcycle ,No ,15,812,11,88
0xc502 ,2022-02-11,11:55:00,12:00:00,Stormy,High ,electric_scooter ,No ,5,168,115,88
0x33bb ,2022-03-01,09:25:00,09:30:00,Sandstorms,Low ,scooter ,No ,5,50,45,59
0xb457 ,2022-03-08,20:20:00,20:25:00,Sunny,Jam ,scooter ,No ,5,959,139,84
0x2286 ,2022-03-09,22:40:00,22:55:00,Windy,Low ,electric_scooter ,No ,15,491,178,61
0x1f1b ,2022-03-20,18:25:00,18:30:00,Stormy,Medium ,motorcycle ,No ,5,361,28,53
0x6fc2 ,2022-03-09,14:40:00,14:50:00,Sunny,High ,scooter ,No ,10,373,26,86
0xd2b6 ,2022-02-16,23:15:00,23:30:00,Sunny,Low ,motorcycle ,No ,15,16,88,66
0x766e ,2022-03-09,15:10:00,15:15:00,Windy,Medium ,scooter ,No ,5,934,169,43
0x39b1 ,2022-03-15,21:55:00,22:05:00,Windy,Jam ,scooter ,No ,10,473,185,25
0x413c ,2022-03-12,23:30:00,23:45:00,Stormy,Low ,motorcycle ,No ,15,46,4,2
0x5324 ,2022-03-07,19:20:00,19:25:00,Cloudy,Jam ,electric_scooter ,No ,5,486,133,93
0x1528 ,2022-04-05,11:50:00,12:05:00,Stormy,High ,scooter ,No ,15,33,95,21
0x14d4 ,2022-03-18,20:25:00,20:40:00,Sandstorms,Jam ,motorcycle ,No ,15,155,140,16
0x77d0 ,2022-03-24,21:35:00,21:45:00,Sandstorms,Jam ,motorcycle ,No ,10,935,125,14
0x3c07 ,2022-04-01,17:55:00,18:05:00,Windy,Medium ,scooter ,No ,10,302,187,90
0x3186 ,2022-03-31,22:50:00,22:55:00,Sunny,Low ,electric_scooter ,No ,5,495,48,97
0xce4f ,2022-02-13,17:45:00,18:00:00,Sandstorms,Medium ,motorcycle ,No ,15,300,140,83
0x2bf3 ,2022-04-02,23:50:00,00:00:00,Sandstorms,Low ,scooter ,No ,10,116,59,84
0x68c2 ,2022-03-27,21:35:00,21:40:00,Sunny,Jam ,scooter ,No ,5,740,33,27
0x9206 ,2022-03-05,22:00:00,22:15:00,Sandstorms,Jam ,motorcycle ,No ,15,587,78,92
0x76a1 ,2022-03-13,19:15:00,19:20:00,Sandstorms,Jam ,motorcycle ,No ,5,549,38,59
0x7767 ,2022-03-27,17:55:00,18:00:00,Cloudy,Medium ,motorcycle ,No ,5,575,119,99
0xc24 ,2022-03-09,16:55:00,17:05:00,Sunny,Medium ,scooter ,No ,10,586,142,96
0x34bd ,2022-03-29,17:50:00,17:55:00,Sunny,Medium ,motorcycle ,No ,5,810,187,21
0x2e02 ,2022-04-01,19:45:00,20:00:00,Sunny,Jam ,motorcycle ,Yes ,15,498,80,77
0x731a ,2022-03-08,19:00:00,19:05:00,Stormy,Medium ,motorcycle ,No ,5,783,60,52
0x2245 ,2022-03-15,12:40:00,12:55:00,Cloudy,High ,scooter ,No ,15,676,41,76
0xcc66 ,2022-02-11,22:15:00,22:30:00,Windy,Low ,motorcycle ,No ,15,915,178,72
0x1224 ,2022-03-03,08:40:00,08:50:00,Stormy,Low ,motorcycle ,No ,10,337,15,10
0x79c3 ,2022-04-01,09:25:00,09:30:00,Stormy,Low ,motorcycle ,No ,5,432,16,4
0x98b3 ,2022-04-03,11:35:00,11:45:00,Sunny,High ,motorcycle ,No ,10,884,46,15
0x303f ,2022-03-01,09:50:00,10:05:00,Windy,Low ,motorcycle ,No ,15,687,97,61
0xba2 ,2022-03-07,12:20:00,12:25:00,Windy,High ,motorcycle ,No ,5,801,33,10
0x943f ,2022-03-23,17:50:00,17:55:00,Cloudy,Medium ,scooter ,No ,5,219,59,25
0xdb2d ,2022-02-16,21:35:00,21:45:00,Fog,Jam ,scooter ,Yes ,10,72,4,62
0xda7c ,2022-02-13,20:00:00,20:10:00,Windy,Jam ,motorcycle ,No ,10,933,31,55
0xdbcc ,2022-02-18,20:25:00,20:35:00,Sandstorms,Jam ,motorcycle ,No ,10,69,183,9
0xc499 ,2022-02-11,17:55:00,18:00:00,Sandstorms,Medium ,scooter ,No ,5,97,23,42
0x26ff ,2022-03-13,22:15:00,22:30:00,Fog,Low ,motorcycle ,No ,15,576,120,11
0x44de ,2022-04-03,18:25:00,18:30:00,Stormy,Medium ,motorcycle ,No ,5,34,130,47
0x5c72 ,2022-03-25,17:55:00,18:00:00,Cloudy,Medium ,electric_scooter ,No ,5,553,16,12
0x1588 ,2022-03-15,21:15:00,21:25:00,Stormy,Jam ,motorcycle ,No ,10,416,103,5
0x891 ,2022-03-12,20:50:00,20:55:00,Windy,Jam ,motorcycle ,No ,5,798,167,53
0x8415 ,2022-04-02,22:50:00,23:05:00,Sunny,Low ,scooter ,No ,15,578,18,17
0xa099 ,2022-03-18,19:55:00,20:05:00,Stormy,Jam ,electric_scooter ,No ,10,246,62,58
0x47b8 ,2022-03-16,22:00:00,22:15:00,Sandstorms,Jam ,scooter ,No ,15,334,96,37
0x8219 ,2022-03-18,23:40:00,23:55:00,Sandstorms,Low ,electric_scooter ,No ,15,802,100,3
0xc233 ,2022-02-13,18:00:00,18:05:00,Cloudy,Medium ,motorcycle ,No ,5,292,135,59
0x3a12 ,2022-04-05,09:25:00,09:30:00,Fog,Low ,scooter ,No ,5,116,134,40
0x1e6a ,2022-03-19,23:40:00,23:45:00,Stormy,Low ,motorcycle ,No ,5,276,117,79
0xf7b ,2022-04-05,17:40:00,17:50:00,Stormy,Medium ,motorcycle ,No ,10,329,7,70
0x59a3 ,2022-03-23,23:30:00,23:45:00,Windy,Low ,scooter ,No ,15,594,110,92
0x7dd7 ,2022-04-06,20:55:00,21:00:00,Windy,Jam ,electric_scooter ,No ,5,292,125,5
0x2b47 ,2022-03-21,21:35:00,21:45:00,Stormy,Jam ,scooter ,No ,10,971,172,62
0x2a18 ,2022-03-06,22:55:00,23:10:00,Cloudy,Low ,scooter ,No ,15,161,80,92
0xce68 ,2022-02-12,17:45:00,17:50:00,Sandstorms,Medium ,motorcycle ,No ,5,604,125,7
0x5a24 ,2022-04-04,19:45:00,19:50:00,Cloudy,Jam ,scooter ,No ,5,969,21,14
0x158b ,2022-03-24,21:35:00,21:50:00,Cloudy,Jam ,scooter ,No ,15,979,70,31
0x3ba3 ,2022-03-28,20:40:00,20:45:00,Stormy,Jam ,motorcycle ,No ,5,520,149,75
0x8b9f ,2022-03-27,22:30:00,22:35:00,Fog,Low ,motorcycle ,No ,5,693,172,96
0x9599 ,2022-03-27,23:20:00,23:35:00,Stormy,Low ,motorcycle ,No ,15,528,40,50
0xd84 ,2022-03-27,22:30:00,22:45:00,Cloudy,Low ,motorcycle ,No ,15,453,10,100
0xc8b1 ,2022-02-18,21:35:00,21:40:00,Sandstorms,Jam ,electric_scooter ,No ,5,600,43,21
0x83d2 ,2022-03-30,23:40:00,23:50:00,Sandstorms,Low ,scooter ,No ,10,912,163,18
0xb523 ,2022-03-12,19:25:00,19:30:00,Sandstorms,Jam ,electric_scooter ,No ,5,170,125,81
0x4a7a ,2022-04-03,14:50:00,15:00:00,Fog,High ,scooter ,No ,10,460,126,8
0xb26a ,2022-03-04,21:30:00,21:45:00,Stormy,Jam ,motorcycle ,No ,15,995,7,30
0x9ed1 ,2022-03-11,22:30:00,22:45:00,Fog,Low ,motorcycle ,No ,15,774,103,51
0x85d1 ,2022-03-11,08:15:00,08:30:00,Cloudy,Low ,motorcycle ,No ,15,819,145,22
0x8687 ,2022-03-20,19:15:00,19:25:00,Windy,Jam ,motorcycle ,No ,10,725,50,79
0xcbce ,2022-02-11,13:30:00,13:35:00,Cloudy,High ,motorcycle ,No ,5,880,13,24
0xbcde ,2022-03-12,23:45:00,00:00:00,Stormy,Low ,motorcycle ,No ,15,939,63,73
0x6be7 ,2022-03-11,20:20:00,20:25:00,Windy,Jam ,scooter ,No ,5,372,179,1
0x751a ,2022-04-01,21:25:00,21:35:00,Sandstorms,Jam ,scooter ,No ,10,789,93,62
0x7c2c ,2022-03-11,20:00:00,20:05:00,Sunny,Jam ,motorcycle ,No ,5,908,34,8
0xc6f7 ,2022-02-11,08:30:00,08:40:00,Windy,Low ,motorcycle ,No ,10,8,20,18
0x141f ,2022-03-23,19:10:00,19:25:00,Stormy,Jam ,motorcycle ,No ,15,465,99,43
0x1817 ,2022-03-20,23:10:00,23:25:00,Windy,Low ,motorcycle ,No ,15,805,4,42
0x6198 ,2022-03-25,18:55:00,19:00:00,Fog,Medium ,scooter ,No ,5,544,69,87
0x8b10 ,2022-03-21,15:45:00,15:50:00,Fog,Medium ,electric_scooter ,No ,5,139,133,6
0x6988 ,2022-03-12,18:35:00,18:40:00,Stormy,Medium ,motorcycle ,No ,5,48,57,56
0xce04 ,2022-02-17,23:40:00,23:55:00,Cloudy,Low ,motorcycle ,No ,15,967,29,95
0xd0a5 ,2022-02-18,21:45:00,22:00:00,Stormy,Jam ,electric_scooter ,No ,15,676,8,87
0x70c8 ,2022-03-26,17:25:00,17:40:00,Cloudy,Medium ,motorcycle ,No ,15,509,158,76
0x3581 ,2022-03-17,10:00:00,10:10:00,Fog,Low ,scooter ,No ,10,567,117,16
0xac00 ,2022-03-31,23:50:00,23:55:00,Sandstorms,Low ,motorcycle ,No ,5,459,130,100
0x8308 ,2022-03-06,18:35:00,18:40:00,Sandstorms,Medium ,motorcycle ,No ,5,368,64,38
0x84e8 ,2022-03-28,10:45:00,10:55:00,Fog,Low ,scooter ,No ,10,812,68,25
0x8174 ,2022-03-11,23:35:00,23:45:00,Windy,Low ,motorcycle ,No ,10,953,143,52
0x537c ,2022-03-09,10:00:00,10:10:00,Windy,Low ,motorcycle ,No ,10,487,56,65
0xe1e9 ,2022-02-13,09:40:00,09:55:00,Stormy,Low ,motorcycle ,No ,15,730,143,84
0xb8fb ,2022-03-05,09:00:00,09:05:00,Cloudy,Low ,motorcycle ,No ,5,461,178,72
0x95d9 ,2022-03-30,14:10:00,14:20:00,Windy,High ,motorcycle ,No ,10,688,83,72
0xe4a ,2022-03-28,18:15:00,18:20:00,Stormy,Medium ,motorcycle ,No ,5,828,120,77
0xda20 ,2022-02-13,11:45:00,11:55:00,Sandstorms,High ,motorcycle ,No ,10,794,88,18
0x94c9 ,2022-03-26,09:20:00,09:25:00,Cloudy,Low ,scooter ,No ,5,888,49,41
0x8d07 ,2022-03-03,08:55:00,09:05:00,Fog,Low ,motorcycle ,No ,10,447,141,95
0x370b ,2022-03-26,17:45:00,17:55:00,Windy,Medium ,electric_scooter ,No ,10,266,147,69
0x95a1 ,2022-03-09,18:50:00,19:05:00,Stormy,Medium ,motorcycle ,No ,15,974,175,84
0x352c ,2022-03-06,20:20:00,20:25:00,Stormy,Jam ,motorcycle ,No ,5,696,132,90
0xd448 ,2022-02-15,11:25:00,11:35:00,Windy,High ,motorcycle ,No ,10,924,150,4
0x1bdb ,2022-03-11,19:15:00,19:25:00,Stormy,Jam ,motorcycle ,No ,10,949,19,79
0x1cab ,2022-03-01,23:55:00,00:05:00,Windy,Low ,motorcycle ,No ,10,905,182,92
0x6759 ,2022-03-02,23:15:00,23:20:00,Stormy,Low ,scooter ,No ,5,807,168,41
0x9f42 ,2022-03-18,20:30:00,20:45:00,Stormy,Jam ,scooter ,No ,15,685,181,49
0x7a96 ,2022-03-10,18:50:00,19:05:00,Fog,Medium ,motorcycle ,No ,15,808,187,69
0x370c ,2022-04-01,09:10:00,09:25:00,Stormy,Low ,motorcycle ,No ,15,74,135,53
0x8306 ,2022-03-01,19:25:00,19:40:00,Fog,Jam ,scooter ,No ,15,529,91,2
0x6abd ,2022-03-26,21:20:00,21:25:00,Cloudy,Jam ,scooter ,No ,5,734,112,75
0x54b4 ,2022-04-04,19:45:00,19:50:00,Stormy,Jam ,electric_scooter ,No ,5,518,164,22
0xacad ,2022-03-27,18:40:00,18:45:00,Sandstorms,Medium ,motorcycle ,No ,5,754,133,20
0xb6fc ,2022-04-05,22:30:00,22:40:00,Windy,Low ,motorcycle ,No ,10,738,186,47
0x4db2 ,2022-03-12,19:35:00,19:45:00,Sandstorms,Jam ,scooter ,No ,10,322,100,9
0x67f0 ,2022-03-15,15:15:00,15:25:00,Cloudy,Medium ,motorcycle ,No ,10,736,9,44
0x6472 ,2022-04-05,08:25:00,08:30:00,Windy,Low ,motorcycle ,No ,5,328,57,61
0xa0f0 ,2022-04-03,21:45:00,21:55:00,Sandstorms,Jam ,motorcycle ,No ,10,938,117,46
0x7474 ,2022-04-01,10:20:00,10:30:00,Cloudy,Low ,motorcycle ,No ,10,93,182,98
0x4dfc ,2022-03-01,17:50:00,18:05:00,Cloudy,Medium ,motorcycle ,No ,15,592,126,66
0x64d7 ,2022-03-10,18:50:00,18:55:00,Cloudy,Medium ,motorcycle ,Yes ,5,309,163,9
0x36c1 ,2022-03-06,23:10:00,23:15:00,Cloudy,Low ,scooter ,No ,5,951,27,45
0x3a1f ,2022-03-10,23:40:00,23:50:00,Cloudy,Low ,motorcycle ,No ,10,854,188,39
0x128b ,2022-04-05,13:15:00,13:30:00,Windy,High ,scooter ,No ,15,366,184,46
0x3138 ,2022-03-06,17:45:00,17:50:00,Sunny,Medium ,electric_scooter ,No ,5,710,130,11
0x469b ,2022-03-06,21:20:00,21:25:00,Fog,Jam ,motorcycle ,No ,5,456,28,49
0xc919 ,2022-02-14,22:15:00,22:20:00,Stormy,Low ,motorcycle ,No ,5,194,157,17
0x5572 ,2022-03-24,08:25:00,08:35:00,Stormy,Low ,motorcycle ,No ,10,135,139,69
0x7bbd ,2022-04-01,22:25:00,22:35:00,Cloudy,Low ,electric_scooter ,No ,10,279,98,85
0xab55 ,2022-03-10,22:50:00,22:55:00,Cloudy,Low ,motorcycle ,No ,5,986,21,29
0xbbce ,2022-03-29,21:40:00,21:45:00,Fog,Jam ,motorcycle ,No ,5,49,53,44
0x3ae8 ,2022-03-18,17:10:00,17:20:00,Fog,Medium ,scooter ,No ,10,336,4,87
0x62e0 ,2022-04-03,09:00:00,09:10:00,Stormy,Low ,scooter ,No ,10,897,17,22
0x2884 ,2022-04-01,22:35:00,22:50:00,Fog,Low ,scooter ,No ,15,601,163,13
0xe022 ,2022-02-17,10:20:00,10:25:00,Windy,Low ,motorcycle ,No ,5,472,66,16
0x5b5f ,2022-03-17,18:50:00,18:55:00,Stormy,Medium ,scooter ,No ,5,273,155,10
0x6549 ,2022-03-04,21:35:00,21:50:00,Sunny,Jam ,motorcycle ,No ,15,542,67,56
0x14b6 ,2022-03-03,17:00:00,17:10:00,Windy,Medium ,scooter ,No ,10,887,174,18
0x8fa6 ,2022-03-16,20:15:00,20:20:00,Sandstorms,Jam ,scooter ,No ,5,490,7,41
0x5c8e ,2022-03-20,19:35:00,19:50:00,Stormy,Jam ,scooter ,No ,15,234,167,33
0xcce1 ,2022-02-11,12:45:00,12:55:00,Windy,High ,scooter ,No ,10,466,157,69
0x37cd ,2022-03-09,20:50:00,21:00:00,Cloudy,Jam ,scooter ,No ,10,46,185,54
0xdd9b ,2022-02-11,21:40:00,21:45:00,Sunny,Jam ,motorcycle ,No ,5,513,75,85
0x72ff ,2022-03-02,17:15:00,17:30:00,Cloudy,Medium ,scooter ,No ,15,601,185,8
0x214b ,2022-04-02,20:10:00,20:15:00,Cloudy,Jam ,scooter ,No ,5,639,77,71
0x9aae ,2022-03-23,22:35:00,22:40:00,Windy,Low ,scooter ,No ,5,628,187,48
0xdd2a ,2022-02-12,19:50:00,19:55:00,Windy,Jam ,motorcycle ,No ,5,674,174,55
0x7119 ,2022-03-30,08:35:00,08:45:00,Cloudy,Low ,electric_scooter ,No ,10,873,50,14
0x9ff ,2022-03-26,20:20:00,20:35:00,Sandstorms,Jam ,scooter ,No ,15,888,177,86
0x37e9 ,2022-03-23,23:35:00,23:45:00,Fog,Low ,scooter ,No ,10,305,183,63
0x38c0 ,2022-03-30,20:35:00,20:50:00,Stormy,Jam ,motorcycle ,No ,15,169,41,2
0x65a1 ,2022-03-13,17:50:00,18:00:00,Sunny,Medium ,scooter ,No ,10,399,94,77
0x4f5d ,2022-03-29,19:30:00,19:40:00,Sunny,Jam ,motorcycle ,No ,10,820,148,74
0x22e0 ,2022-03-05,08:35:00,08:40:00,Stormy,Low ,scooter ,No ,5,256,18,95
0xc23 ,2022-03-13,20:15:00,20:25:00,Cloudy,Jam ,motorcycle ,No ,10,580,125,54
0x7a83 ,2022-03-06,19:30:00,19:40:00,Sandstorms,Jam ,motorcycle ,No ,10,59,99,73
0x7e06 ,2022-03-05,19:00:00,19:05:00,Sandstorms,Medium ,scooter ,No ,5,844,155,18
0x72e8 ,2022-03-04,23:20:00,23:30:00,Fog,Low ,electric_scooter ,No ,10,717,55,72
0x5d95 ,2022-03-04,22:15:00,22:30:00,Fog,Low ,electric_scooter ,No ,15,422,176,27
0x9930 ,2022-03-10,18:30:00,18:40:00,Sandstorms,Medium ,motorcycle ,No ,10,761,112,81
0x4ff1 ,2022-04-03,11:10:00,11:15:00,Sandstorms,High ,motorcycle ,No ,5,700,64,33
0xd71e ,2022-02-17,20:30:00,20:40:00,Sunny,Jam ,motorcycle ,No ,10,803,58,96
0xb24e ,2022-03-31,18:50:00,18:55:00,Stormy,Medium ,motorcycle ,No ,5,711,69,84
0x7b88 ,2022-03-03,19:45:00,19:50:00,Sunny,Jam ,motorcycle ,No ,5,772,77,100
0x2cb7 ,2022-03-31,20:30:00,20:35:00,Sunny,Jam ,scooter ,No ,5,602,162,54
0x34f9 ,2022-03-03,15:00:00,15:15:00,Fog,High ,motorcycle ,No ,15,691,8,95
0x41df ,2022-03-03,18:40:00,18:45:00,Windy,Medium ,motorcycle ,No ,5,182,61,58
0xa815 ,2022-03-30,18:10:00,18:15:00,Windy,Medium ,scooter ,No ,5,246,5,63
0x7997 ,2022-04-01,14:20:00,14:35:00,Sunny,High ,motorcycle ,No ,15,13,111,81
0x3a58 ,2022-03-10,18:30:00,18:45:00,Sandstorms,Medium ,scooter ,No ,15,116,31,98
0x22eb ,2022-03-02,20:00:00,20:10:00,Sandstorms,Jam ,scooter ,No ,10,414,118,83
0x42d1 ,2022-03-05,10:25:00,10:35:00,Fog,Low ,motorcycle ,No ,10,477,110,44
0xc879 ,2022-02-14,21:40:00,21:55:00,Windy,Jam ,motorcycle ,No ,15,14,185,10
0xa343 ,2022-04-03,16:45:00,16:55:00,Sunny,Medium ,motorcycle ,No ,10,513,110,70
0x513d ,2022-03-06,17:35:00,17:40:00,Windy,Medium ,motorcycle ,No ,5,623,91,75
0xb688 ,2022-04-03,08:20:00,08:30:00,Sunny,Low ,motorcycle ,No ,10,773,176,51
0xc2dc ,2022-02-14,23:45:00,00:00:00,Cloudy,Low ,motorcycle ,No ,15,38,30,31
0x4772 ,2022-03-07,15:35:00,15:45:00,Sandstorms,Medium ,scooter ,No ,10,38,1,37
0xa7f4 ,2022-03-05,20:35:00,20:50:00,Windy,Jam ,motorcycle ,No ,15,164,168,61
0x3530 ,2022-03-29,21:10:00,21:25:00,Stormy,Jam ,motorcycle ,No ,15,509,77,23
0xb255 ,2022-03-01,09:20:00,09:30:00,Sandstorms,Low ,scooter ,No ,10,723,142,57
0xd18a ,2022-02-13,14:30:00,14:35:00,Stormy,High ,scooter ,No ,5,19,117,55
0x5016 ,2022-03-10,20:15:00,20:25:00,Cloudy,Jam ,scooter ,No ,10,282,180,66
0x87c2 ,2022-03-24,22:25:00,22:35:00,Windy,Low ,motorcycle ,No ,10,53,22,41
0xb52e ,2022-03-31,18:50:00,19:00:00,Sandstorms,Medium ,electric_scooter ,No ,10,110,129,1
0x6cdb ,2022-04-01,12:20:00,12:30:00,Sandstorms,High ,motorcycle ,No ,10,267,5,28
0x7b4b ,2022-03-01,10:20:00,10:30:00,Windy,Low ,motorcycle ,No ,10,171,181,78
0x4690 ,2022-03-27,21:25:00,21:30:00,Sandstorms,Jam ,motorcycle ,No ,5,399,16,99
0x692f ,2022-04-04,21:35:00,21:45:00,Sunny,Jam ,motorcycle ,No ,10,675,113,65
0xabed ,2022-03-12,20:15:00,20:30:00,Fog,Jam ,motorcycle ,Yes ,15,350,28,21
0x450f ,2022-03-28,18:10:00,18:20:00,Windy,Medium ,motorcycle ,No ,10,911,98,52
0x7be0 ,2022-03-06,22:10:00,22:25:00,Stormy,Low ,motorcycle ,No ,15,928,18,54
0x79c9 ,2022-03-25,20:00:00,20:10:00,Fog,Jam ,motorcycle ,No ,10,319,97,60
0x31bf ,2022-03-16,23:50:00,23:55:00,Windy,Low ,motorcycle ,No ,5,365,65,78
0xae1 ,2022-03-15,18:20:00,18:35:00,Sunny,Medium ,motorcycle ,No ,15,656,7,88
0x1506 ,2022-04-04,18:10:00,18:25:00,Windy,Medium ,scooter ,No ,15,207,36,82
0x58ae ,2022-03-03,17:35:00,17:40:00,Windy,Medium ,scooter ,No ,5,413,182,76
0xcb0f ,2022-02-13,18:45:00,18:50:00,Cloudy,Medium ,motorcycle ,No ,5,283,59,9
0xbb40 ,2022-03-20,18:50:00,19:05:00,Windy,Medium ,motorcycle ,No ,15,353,52,78
0x28ec ,2022-03-20,23:35:00,23:45:00,Stormy,Low ,motorcycle ,No ,10,836,103,69
0x1705 ,2022-03-06,21:50:00,22:00:00,Cloudy,Jam ,motorcycle ,Yes ,10,913,106,68
0x5a4d ,2022-03-16,20:10:00,20:15:00,Sandstorms,Jam ,motorcycle ,No ,5,647,43,99
0x354e ,2022-03-02,22:20:00,22:30:00,Sandstorms,Low ,scooter ,No ,10,461,180,50
0x3fc1 ,2022-03-28,19:00:00,19:15:00,Stormy,Medium ,motorcycle ,No ,15,528,133,52
0xa9ef ,2022-03-16,17:30:00,17:45:00,Stormy,Medium ,motorcycle ,No ,15,22,135,39
0xc6cd ,2022-02-11,22:30:00,22:40:00,Stormy,Low ,motorcycle ,No ,10,720,7,9
0x7710 ,2022-03-05,09:50:00,10:05:00,Windy,Low ,motorcycle ,No ,15,160,82,78
0x5aab ,2022-04-02,17:25:00,17:35:00,Stormy,Medium ,electric_scooter ,No ,10,723,4,66
0x3f6a ,2022-03-28,19:55:00,20:10:00,Sandstorms,Jam ,scooter ,No ,15,362,1,98
